Problem Number;Change Date;Problem Status;Problem Sub Status;ST Function Division;Org Line;Owner ST;Support Line Number;Problem Latest Impact;Product;Country;Action Owner Country;Action Owner First Name
1-746049852;2012-05-16 11:18;Accepted;In Progress;; G4;M19;2nd;Low;PROD193;se;Sweden;G÷ran
1-746049852;2012-05-30 08:12;Accepted;In Progress;; G4;M19;2nd;Low;PROD193;se;Sweden;G÷ran
1-746052232;2012-05-16 15:06;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-746052232;2012-05-16 15:27;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-746057054;2012-05-16 10:49;Accepted;In Progress;; G4;S28;2nd;Low;PROD108;se;Sweden;Fredrik
1-746118131;2012-05-16 12:12;Accepted;In Progress;A2_3; A2;S21;2nd;Medium;PROD231;se;Sweden;Viktoria
1-746118131;2012-05-31 13:30;Queued;Awaiting Assignment;A2_3; A2;S21;2nd;Medium;PROD231;se;Sweden;Viktoria
1-746123906;2012-05-16 12:23;Accepted;In Progress;E_4; C;G88;2nd;High;PROD793;us;INDIA;Hineesh
1-746123906;2012-05-22 11:19;Completed;Closed;E_4; C;G88;2nd;High;PROD793;us;INDIA;Hineesh
1-746129221;2012-05-16 12:16;Accepted;In Progress;A2_3; A2;S35;2nd;Medium;PROD368;se;Sweden;Ann-Charlotte
1-746148231;2012-05-16 12:33;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD327;pl;POLAND;Miroslaw
1-746148231;2012-05-16 12:34;Queued;Awaiting Assignment;A2_1; A2;W16;3rd;Medium;PROD327;pl;POLAND;Miroslaw
1-746148741;2012-05-16 13:00;Accepted;In Progress;E_6; C;G205;2nd;Medium;PROD327;be;Belgium;Steven
1-746148741;2012-05-16 13:01;Queued;Awaiting Assignment;E_6; C;G205;2nd;Medium;PROD327;be;Belgium;Steven
1-746148741;2012-05-16 13:11;Accepted;In Progress;E_6; C;G296;2nd;Medium;PROD327;be;Belgium;Robert
1-746175541;2012-05-16 13:31;Accepted;In Progress;A2_1; C;D5;1st;Medium;PROD327;be;Belgium;Katia
1-746175541;2012-05-16 13:32;Queued;Awaiting Assignment;A2_1; C;D5;1st;Medium;PROD327;be;Belgium;Katia
1-746205481;2012-05-16 14:14;Accepted;In Progress;C_2; C;G58;3rd;Medium;PROD327;se;Belgium;Els
1-746205481;2012-05-16 14:25;Queued;Awaiting Assignment;C_2; C;G58;3rd;Medium;PROD327;se;Belgium;Els
1-746205481;2012-05-16 14:26;Accepted;In Progress;E_2; C;G57;2nd;Medium;PROD327;se;Belgium;Els
1-746245931;2012-05-16 14:33;Accepted;In Progress;A2_1; C;D2;1st;Medium;PROD327;be;Belgium;Ilona
1-746245931;2012-05-16 14:36;Queued;Awaiting Assignment;A2_1; C;D2;1st;Medium;PROD327;be;Belgium;Ilona
1-746246761;2012-05-16 16:06;Accepted;In Progress;E_10; C;G285;2nd;High;PROD646;se;Sweden;Leif
1-746306469;2012-05-16 17:18;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Roland
1-746318085;2012-05-16 16:35;Accepted;In Progress;E_10; C;G229;2nd;Medium;PROD494;gb;Belgium;Emmanuel
1-746318085;2012-05-24 10:21;Accepted;In Progress;E_10; C;G229;2nd;Medium;PROD494;gb;Belgium;Emmanuel
1-746331441;2012-05-16 17:00;Queued;Awaiting Assignment;E_1; C;G213;2nd;Medium;PROD558;be;Belgium;Alain
1-746341261;2012-05-16 16:52;Queued;Awaiting Assignment;E_1; C;G213;2nd;Medium;PROD558;be;Belgium;Alain
1-746464884;2012-05-17 09:20;Accepted;In Progress;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Vesa
1-746464884;2012-05-17 09:24;Queued;Awaiting Assignment;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Vesa
1-746464884;2012-05-17 09:38;Accepted;In Progress;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Amitabh
1-746464884;2012-05-22 13:30;Accepted;In Progress;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Amitabh
1-746464884;2012-06-08 13:27;Accepted;Wait;C_6; C;G268;3rd;Low;PROD805;se;Sweden;Amitabh
1-746534906;2012-05-17 03:43;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD436;us;INDIA;Jubin
1-746534906;2012-05-22 04:58;Accepted;Assigned;E_4; C;G88;2nd;Medium;PROD436;us;INDIA;Jubin
1-746534906;2012-05-22 13:14;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD436;us;Sweden;Vaibhav
1-746538521;2012-05-17 07:36;Queued;Awaiting Assignment;E_1; C;G213;2nd;Medium;PROD558;be;Belgium;Alain
1-746538521;2012-05-17 07:38;Accepted;In Progress;A2_1; A2;L20;2nd;Medium;PROD558;be;POLAND;Tomasz
1-746538521;2012-05-17 07:40;Queued;Awaiting Assignment;E_1; C;G213;2nd;Medium;PROD558;be;Belgium;Alain
1-746582460;2012-05-17 14:19;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-746582460;2012-05-17 14:46;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-746599948;2012-05-17 11:24;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-746599948;2012-05-17 11:24;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-746662619;2012-05-17 15:51;Accepted;In Progress;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-746662619;2012-05-18 15:10;Completed;Closed;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-746854891;2012-05-18 09:29;Accepted;In Progress;E_7; C;G160;2nd;Medium;PROD673;se;Sweden;Peter
1-746973401;2012-05-18 11:45;Accepted;In Progress;D_1; A2;V14;3rd;High;PROD405;pl;POLAND;Mariusz
1-747003445;2012-05-18 14:10;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-747003445;2012-05-18 14:17;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-747011587;2012-05-18 14:02;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-747011587;2012-05-18 14:03;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-747011867;2012-05-18 14:54;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-747011867;2012-05-18 14:57;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-747042322;2012-05-18 14:21;Accepted;In Progress;E_1; C;G13;2nd;Medium;PROD332;us;USA;Timothy
1-747064611;2012-05-18 15:08;Accepted;In Progress;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-747064611;2012-05-18 15:24;Queued;Awaiting Assignment;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-747064611;2012-05-18 15:24;Accepted;In Progress;V3_3; C;N22;2nd;High;PROD785;us;USA;Kymaria
1-747064611;2012-05-18 17:14;Queued;Awaiting Assignment;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-747064611;2012-05-18 18:57;Accepted;In Progress;C_6; C;N55;3rd;High;PROD785;us;USA;Stephen
1-747090194;2012-05-18 17:22;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-747090194;2012-05-18 17:29;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-747090194;2012-05-18 17:29;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-747147181;2012-05-18 18:17;Accepted;In Progress;E_10; C;R6;2nd;High;PROD802;se;Sweden;Daniel
1-747147181;2012-05-29 11:02;Queued;Awaiting Assignment;E_10; C;R6;2nd;High;PROD802;se;Sweden;Daniel
1-747147181;2012-05-29 12:56;Accepted;In Progress;E_10; C;R6;2nd;High;PROD802;se;Sweden;Hampus
1-747147181;2012-05-30 14:30;Accepted;Wait;E_10; C;R6;2nd;High;PROD802;se;Sweden;Hampus
1-747173974;2012-05-18 19:21;Accepted;In Progress;; C;N6;2nd;High;PROD306;us;USA;Thomas
1-747371909;2012-05-19 09:15;Accepted;In Progress;E_7; C;G162;2nd;High;PROD631;in;INDIA;-
1-747371909;2012-05-19 09:24;Queued;Awaiting Assignment;E_7; C;G162;2nd;High;PROD631;in;INDIA;-
1-747371909;2012-05-19 20:52;Accepted;In Progress;E_7; C;G165;2nd;High;PROD631;in;INDIA;Rajkishore
1-747371909;2012-05-19 20:55;Queued;Awaiting Assignment;E_7; C;G157;2nd;High;PROD631;in;INDIA;Rajesh Kumar
1-747371909;2012-05-21 08:56;Accepted;In Progress;E_7; C;G157;2nd;High;PROD631;in;Sweden;Stefan
1-747371909;2012-05-21 08:58;Queued;Awaiting Assignment;E_7; C;G153;2nd;High;PROD631;in;Sweden;Peter
1-747371909;2012-05-21 08:58;Accepted;In Progress;E_7; C;G157;2nd;High;PROD631;in;Sweden;Stefan
1-747371909;2012-05-21 09:00;Accepted;Assigned;E_7; C;G157;2nd;High;PROD631;in;INDIA;Rajesh Kumar
1-747371909;2012-06-13 14:06;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD631;in;Sweden;Praveen
1-747372912;2012-05-19 09:37;Accepted;In Progress;C_4; C;G159;3rd;Medium;PROD276;se;Sweden;Kim
1-747372912;2012-05-29 07:57;Accepted;Assigned;C_4; C;G159;3rd;Medium;PROD276;se;Sweden;Kim
1-747372912;2012-06-14 08:59;Queued;Awaiting Assignment;C_4; C;G159;3rd;Medium;PROD276;se;Sweden;Stefan
1-747473781;2012-05-21 08:13;Queued;Awaiting Assignment;A2_2; A2;G357;2nd;Medium;PROD767;pl;Sweden;Henrik
1-747473781;2012-05-21 08:13;Accepted;In Progress;A2_2; A2;W8;2nd;Medium;PROD767;pl;POLAND;Piotr
1-747473781;2012-05-21 08:15;Queued;Awaiting Assignment;A2_2; A2;N28;2nd;Medium;PROD767;pl;POLAND;Krzysztof
1-747473781;2012-05-21 08:15;Accepted;In Progress;A2_2; A2;W8;2nd;Medium;PROD767;pl;POLAND;Piotr
1-747473781;2012-05-21 08:16;Queued;Awaiting Assignment;A2_2; A2;N28;2nd;Medium;PROD767;pl;POLAND;Krzysztof
1-747473781;2012-05-21 09:23;Accepted;In Progress;A2_2; A2;G117;2nd;Medium;PROD767;pl;POLAND;Krzysztof
1-747473781;2012-05-21 09:24;Queued;Awaiting Assignment;A2_2; A2;N28;2nd;Medium;PROD767;pl;POLAND;Krzysztof
1-747473781;2012-05-21 09:25;Accepted;In Progress;A2_2; A2;N28;2nd;Medium;PROD767;pl;POLAND;Krzysztof
1-747473781;2012-05-21 09:25;Accepted;Assigned;A2_2; A2;N28;2nd;Medium;PROD767;pl;POLAND;Pawel
1-747590161;2012-05-21 09:14;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Miroslaw
1-747681195;2012-05-21 10:39;Accepted;In Progress;E_5; C;G81;1st;High;PROD802;se;INDIA;Bhaskar
1-747681195;2012-05-21 10:47;Queued;Awaiting Assignment;E_5; C;G81;1st;High;PROD802;se;INDIA;Bhaskar
1-747681195;2012-05-21 11:17;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-747681195;2012-05-23 12:33;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-747689792;2012-05-21 12:00;Accepted;In Progress;A2_5; A2;A10;1st;Medium;PROD320;se;POLAND;Piotr
1-747689792;2012-05-21 12:58;Accepted;Assigned;A2_5; A2;A10;1st;Medium;PROD320;se;POLAND;Piotr
1-747689792;2012-05-21 13:00;Accepted;Wait;A2_5; A2;A10;1st;Medium;PROD320;se;POLAND;Piotr
1-747770943;2012-05-21 11:37;Accepted;In Progress;E_6; C;W12;2nd;High;PROD612;fr;France;Cyril
1-748028911;2012-05-21 16:14;Accepted;In Progress;V3_3; C;V41;2nd;Medium;PROD612;fr;France;Louis
1-748028911;2012-05-21 16:20;Accepted;In Progress;V3_3; C;V41;2nd;Medium;PROD612;fr;France;Louis
1-748341571;2012-05-22 09:39;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-748341571;2012-05-22 11:15;Accepted;Wait;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-748341709;2012-05-22 11:24;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-748341709;2012-05-22 11:24;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-748373500;2012-05-22 09:58;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Rosemary
1-748373500;2012-05-22 10:01;Accepted;Wait;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Rosemary
1-748414511;2012-05-22 11:01;Accepted;In Progress;; V2;T3;2nd;Medium;PROD449;se;Sweden;Bj÷rn
1-748432219;2012-05-22 11:19;Accepted;In Progress;D_1; A2;C4;3rd;Medium;PROD607;cn;China;Fiona
1-748438405;2012-05-22 10:57;Accepted;In Progress;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-748438405;2012-05-22 11:03;Completed;Closed;; G3;G199;3rd;High;PROD98;us;POLAND;Ewa
1-748531941;2012-05-22 13:14;Accepted;In Progress;C_6; C;G268;3rd;Medium;PROD805;se;Sweden;Christer
1-748531941;2012-05-22 13:28;Accepted;Assigned;C_6; C;G268;3rd;Medium;PROD805;se;Sweden;Christer
1-748720121;2012-05-22 16:14;Accepted;In Progress;E_1; C;G55;2nd;Medium;PROD818;be;Belgium;Peter
1-748720121;2012-06-12 16:10;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD818;be;Belgium;Peter
1-748764090;2012-05-22 17:13;Accepted;In Progress;E_10; C;G288;2nd;High;PROD154;in;Sweden;Tarun
1-748801231;2012-05-22 18:11;Accepted;In Progress;A2_3; A2;V13;2nd;Major;PROD617;se;Sweden;Dusan
1-748843986;2012-05-22 22:17;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Katarina
1-748843986;2012-06-11 14:27;Accepted;Assigned;; G4;S33;2nd;High;PROD374;se;Sweden;Katarina
1-748947671;2012-05-23 08:35;Accepted;In Progress;; G4;M21;2nd;Medium;PROD502;se;Sweden;Peter
1-748947671;2012-05-23 08:38;Accepted;Assigned;; G4;M21;2nd;Medium;PROD502;se;Sweden;Peter
1-749042472;2012-05-23 10:49;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;Christer
1-749053411;2012-05-23 17:26;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Andrew
1-749112097;2012-05-23 12:47;Accepted;In Progress;C_6; C;G268;3rd;Major;PROD805;se;Sweden;Christer
1-749119026;2012-05-23 11:31;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-749119026;2012-05-23 11:39;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-749119026;2012-05-23 12:37;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-749119026;2012-05-23 15:52;Accepted;In Progress;C_6; C;G268;3rd;High;PROD802;se;Sweden;Christian
1-749119026;2012-05-23 16:31;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-749162875;2012-05-23 13:51;Accepted;In Progress;A2_4; A2;G18;3rd;Medium;PROD67;se;Sweden;Hongming
1-749162875;2012-05-23 13:56;Accepted;Assigned;A2_4; A2;G18;3rd;Medium;PROD67;se;Sweden;Hongming
1-749184198;2012-05-23 13:41;Accepted;In Progress;A2_4; A2;G113;2nd;Low;PROD589;us;Sweden;Saki
1-749184198;2012-05-23 14:31;Accepted;Wait;A2_4; A2;G113;2nd;Low;PROD589;us;Sweden;Saki
1-749184744;2012-05-23 14:30;Accepted;In Progress;A2_4; A2;G113;2nd;Low;PROD589;us;Sweden;Saki
1-749184744;2012-05-23 14:31;Accepted;Wait;A2_4; A2;G113;2nd;Low;PROD589;us;Sweden;Saki
1-749184751;2012-05-23 14:20;Accepted;In Progress;A2_2; A2;S2;2nd;Medium;PROD134;br;Brazil;Henrique
1-749184751;2012-05-28 20:21;Queued;Awaiting Assignment;A2_2; A2;S2;2nd;Medium;PROD134;br;Brazil;Henrique
1-749184751;2012-05-30 13:29;Accepted;Assigned;A2_2; A2;S2;2nd;Medium;PROD134;br;Brazil;Flavio
1-749184839;2012-05-23 16:02;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-749184839;2012-05-23 16:05;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-749285083;2012-05-23 15:37;Accepted;In Progress;; G4;S30;2nd;Low;PROD412;se;Sweden;Christoffer
1-749285250;2012-05-23 15:43;Accepted;In Progress;; G4;S30;2nd;Low;PROD412;se;Sweden;Christoffer
1-749285407;2012-05-23 15:48;Accepted;In Progress;; G4;S30;2nd;Low;PROD412;se;Sweden;Christoffer
1-749290225;2012-05-23 16:04;Accepted;In Progress;; G4;S28;2nd;Medium;PROD343;se;Sweden;Erik
1-749290225;2012-06-04 11:50;Accepted;In Progress;; G4;S28;2nd;Medium;PROD343;se;Sweden;Erik
1-749306975;2012-05-23 16:15;Accepted;Wait;A2_4; A2;G113;2nd;Low;PROD589;us;Sweden;Saki
1-749307260;2012-05-24 08:06;Accepted;In Progress;A2_4; A2;G113;2nd;Low;PROD521;us;Sweden;Saki
1-749313527;2012-05-23 16:59;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Timothy
1-749313527;2012-05-23 17:07;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Timothy
1-749375951;2012-05-23 19:18;Accepted;In Progress;A2_1; A2;J2;2nd;Medium;PROD350;se;Sweden;Britt
1-749375951;2012-05-23 19:25;Accepted;Wait;A2_1; A2;J2;2nd;Medium;PROD350;se;Sweden;Britt
1-749402183;2012-05-23 22:20;Accepted;Wait;A2_4; A2;G113;2nd;Low;PROD546;us;USA;Joakim
1-749527522;2012-05-24 08:24;Accepted;In Progress;A2_4; A2;G113;2nd;Low;PROD557;us;Sweden;Saki
1-749527522;2012-05-24 09:04;Accepted;Wait;A2_4; A2;G113;2nd;Low;PROD557;us;Sweden;Saki
1-749550065;2012-05-24 08:42;Accepted;Assigned;A2_2; A2;W8;2nd;Medium;PROD442;pl;POLAND;Piotr
1-749572004;2012-05-24 09:04;Accepted;In Progress;A2_4; A2;G113;2nd;Low;PROD521;us;Sweden;Saki
1-749572004;2012-05-24 09:12;Accepted;Wait;A2_4; A2;G113;2nd;Low;PROD521;us;Sweden;Saki
1-749614245;2012-05-24 10:31;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-749614245;2012-05-24 10:38;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-749657781;2012-05-24 12:24;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Alan
1-749730150;2012-05-24 14:59;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Pankaj
1-749730150;2012-05-28 09:02;Accepted;Wait;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Pankaj
1-749730150;2012-06-05 12:21;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Pankaj
1-749730150;2012-06-11 08:17;Accepted;Wait;E_10; C;G271;2nd;Medium;PROD802;in;Sweden;Pankaj
1-749747547;2012-05-24 14:59;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-749747547;2012-05-24 15:00;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-749760823;2012-05-24 14:24;Accepted;In Progress;E_8; C;G119;2nd;Medium;PROD597;in;INDIA;Anup
1-749821849;2012-05-24 15:53;Accepted;In Progress;E_6; C;W12;2nd;Low;PROD525;fr;France;Jonathan
1-749840934;2012-05-24 14:53;Accepted;In Progress;A2_4; A2;G328;2nd;Medium;PROD41;be;Belgium;Marc
1-749840934;2012-05-24 14:55;Queued;Awaiting Assignment;A2_4; A2;G328;2nd;Medium;PROD41;be;Belgium;Marc
1-749840934;2012-05-30 17:16;Accepted;In Progress;A2_4; A2;G328;2nd;Medium;PROD41;be;Belgium;Marc
1-749851721;2012-05-24 15:24;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;se;Sweden;Praveen
1-749851721;2012-05-24 15:27;Queued;Awaiting Assignment;E_10; C;G271;2nd;Medium;PROD802;se;Sweden;Praveen
1-749851721;2012-05-24 15:51;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;se;Sweden;Raja
1-749851721;2012-05-24 15:52;Queued;Awaiting Assignment;C_6; C;G273;3rd;Medium;PROD802;se;Sweden;Martin
1-749851721;2012-05-25 08:41;Queued;Awaiting Assignment;C_6; C;G251;3rd;Medium;PROD802;se;Sweden;Steve
1-749851721;2012-05-25 08:44;Accepted;In Progress;C_6; C;G273;3rd;Medium;PROD802;se;Sweden;Lennart
1-749851721;2012-05-28 10:40;Accepted;Wait;C_6; C;G273;3rd;Medium;PROD802;se;Sweden;Lennart
1-749871888;2012-05-24 16:32;Accepted;In Progress;A2_3; A2;U6;2nd;Low;PROD530;se;Sweden;Agneta
1-749886936;2012-05-24 16:36;Accepted;In Progress;A2_1; A2;W15;2nd;Medium;PROD756;pl;POLAND;Janusz
1-749931426;2012-05-24 18:11;Accepted;In Progress;E_10; B;G238;2nd;High;PROD209;in;INDIA;Murali
1-749938024;2012-05-24 17:10;Accepted;In Progress;V3_2; C;G310;1st;Low;PROD424;be;Belgium;Astrid
1-749938024;2012-05-24 17:14;Accepted;Wait;V3_2; C;G310;1st;Low;PROD424;be;Belgium;Astrid
1-750007716;2012-05-25 04:28;Accepted;In Progress;E_4; C;G89;2nd;Medium;PROD436;in;INDIA;Shamna
1-750007716;2012-05-25 04:31;Queued;Awaiting Assignment;E_4; C;G89;2nd;Medium;PROD436;in;INDIA;Shamna
1-750007716;2012-05-25 05:19;Accepted;In Progress;E_4; C;G89;2nd;Medium;PROD436;in;INDIA;Avronil
1-750007716;2012-05-25 05:21;Accepted;Wait;E_4; C;G89;2nd;Medium;PROD436;in;INDIA;Avronil
1-750090643;2012-05-25 08:55;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;se;Sweden;Praveen
1-750090643;2012-05-25 09:24;Queued;Awaiting Assignment;E_10; C;G271;2nd;Medium;PROD802;se;Sweden;Praveen
1-750090643;2012-05-30 13:24;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD802;se;Sweden;Arun
1-750090643;2012-05-30 13:26;Queued;Awaiting Assignment;C_6; C;G273;3rd;Medium;PROD802;se;Sweden;Martin
1-750090643;2012-05-30 14:16;Accepted;In Progress;C_6; C;G273;3rd;Medium;PROD802;se;France;Aurelien
1-750090643;2012-05-31 13:55;Accepted;Wait;C_6; C;G273;3rd;Medium;PROD802;se;France;Aurelien
1-750106623;2012-05-25 09:04;Accepted;In Progress;C_6; C;G250;3rd;Medium;PROD424;se;Sweden;Tomas
1-750106623;2012-05-25 09:14;Queued;Awaiting Assignment;C_6; C;G250;3rd;Medium;PROD424;se;Sweden;Tomas
1-750106623;2012-05-30 07:48;Accepted;In Progress;C_6; C;G250;3rd;Medium;PROD424;se;Sweden;Kenneth
1-750106623;2012-06-07 13:14;Accepted;Assigned;C_6; C;G250;3rd;Medium;PROD424;se;Sweden;Tomas
1-750106623;2012-06-07 13:22;Accepted;In Progress;C_6; C;G250;3rd;Medium;PROD424;se;Sweden;Tomas
1-750161066;2012-05-25 09:32;Accepted;In Progress;; V2;T10;2nd;Medium;PROD615;se;Sweden;?sa
1-750161066;2012-05-25 09:42;Accepted;Assigned;; V2;T10;2nd;Medium;PROD615;se;Sweden;?sa
1-750161245;2012-05-25 09:33;Accepted;In Progress;; V2;T10;2nd;Medium;PROD615;se;Sweden;?sa
1-750161245;2012-05-25 09:35;Accepted;Assigned;; V2;T10;2nd;Medium;PROD615;se;Sweden;?sa
1-750179984;2012-05-25 10:02;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-750179984;2012-05-28 09:49;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-750196720;2012-05-25 10:44;Accepted;In Progress;; G4;S28;2nd;Low;PROD406;se;Sweden;Ingela
1-750209134;2012-05-25 10:59;Accepted;Wait;A2_4; A2;G113;2nd;Low;PROD552;us;INDIA;Pramod
1-750209298;2012-05-25 11:05;Accepted;Wait;A2_4; A2;G113;2nd;Medium;PROD552;us;INDIA;Pramod
1-750239221;2012-05-25 11:51;Accepted;In Progress;C_6; C;G23;3rd;High;PROD452;pl;POLAND;Marcin
1-750255303;2012-05-25 13:40;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Lars-G÷ran
1-750293610;2012-05-25 14:26;Accepted;In Progress;V3_2; C;S42;1st;Low;PROD412;se;Sweden;Christoffer
1-750411941;2012-05-25 15:25;Queued;Awaiting Assignment;E_5; C;G74;1st;High;PROD745;in;INDIA;Mohsin
1-750411941;2012-05-28 07:59;Accepted;In Progress;E_5; C;G75;1st;High;PROD745;in;INDIA;Mohsin
1-750411941;2012-05-28 08:05;Accepted;Wait;E_5; C;G75;1st;High;PROD745;in;INDIA;Mohsin
1-750411941;2012-05-28 09:48;Queued;Awaiting Assignment;E_1; C;G55;2nd;High;PROD745;in;Belgium;Peter
1-750411941;2012-05-28 09:49;Accepted;In Progress;E_5; C;G74;1st;High;PROD745;in;INDIA;Mohsin
1-750411941;2012-05-28 09:51;Accepted;Wait;E_5; C;G75;1st;High;PROD745;in;INDIA;Mohsin
1-750437951;2012-05-25 16:02;Accepted;In Progress;D_2; D;G122;3rd;Medium;PROD618;us;Belgium;Wim
1-750437951;2012-05-25 16:14;Queued;Awaiting Assignment;D_2; D;G122;3rd;Medium;PROD618;us;Belgium;Wim
1-750473129;2012-05-25 18:08;Accepted;In Progress;V3_3; C;V42;2nd;Medium;PROD374;fr;France;Celine
1-750499270;2012-05-25 20:13;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-750499270;2012-05-25 20:29;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-750499270;2012-05-25 20:31;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Kreeti
1-750499270;2012-05-25 21:26;Accepted;Assigned;E_10; C;G271;2nd;High;PROD802;se;Sweden;Sandeep
1-750499270;2012-05-26 01:08;Accepted;Wait;E_10; C;G271;2nd;High;PROD802;se;Sweden;Sandeep
1-750499270;2012-05-30 01:34;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Sandeep
1-750499270;2012-05-30 01:34;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-750499270;2012-05-30 08:14;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
