Problem Number;Problem Latest Impact;Change Date;Problem Status;Problem Sub Status;Org Line;ST Function Division;Owner ST;Support Line Number;Product;Country;Action Owner Country;Action Owner First Name
1-747090194;Medium;2012-05-18 17:29:21;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-747090194;Medium;2012-05-18 17:29:50;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-747147181;High;2012-05-18 18:17:14;Accepted;In Progress; C;E_10;R6;2nd;PROD802;se;Sweden;Daniel
1-747147181;High;2012-05-29 11:02:03;Queued;Awaiting Assignment; C;E_10;R6;2nd;PROD802;se;Sweden;Daniel
1-747147181;High;2012-05-29 12:56:26;Accepted;In Progress; C;E_10;R6;2nd;PROD802;se;Sweden;Hampus
1-747147181;High;2012-05-30 14:30:09;Accepted;Wait; C;E_10;R6;2nd;PROD802;se;Sweden;Hampus
1-747173974;High;2012-05-18 19:21:35;Accepted;In Progress; C;;N6;2nd;PROD306;us;USA;Thomas
1-747371909;High;2012-05-19 09:15:02;Accepted;In Progress; C;E_7;G162;2nd;PROD631;in;INDIA;-
1-747371909;High;2012-05-19 09:24:38;Queued;Awaiting Assignment; C;E_7;G162;2nd;PROD631;in;INDIA;-
1-747371909;High;2012-05-19 20:52:57;Accepted;In Progress; C;E_7;G165;2nd;PROD631;in;INDIA;Rajkishore
1-747371909;High;2012-05-19 20:55:08;Queued;Awaiting Assignment; C;E_7;G157;2nd;PROD631;in;INDIA;Rajesh Kumar
1-747371909;High;2012-05-21 08:56:03;Accepted;In Progress; C;E_7;G157;2nd;PROD631;in;Sweden;Stefan
1-747371909;High;2012-05-21 08:58:23;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD631;in;Sweden;Peter
1-747371909;High;2012-05-21 08:58:56;Accepted;In Progress; C;E_7;G157;2nd;PROD631;in;Sweden;Stefan
1-747371909;High;2012-05-21 09:00:21;Accepted;Assigned; C;E_7;G157;2nd;PROD631;in;INDIA;Rajesh Kumar
1-747371909;High;2012-06-13 14:06:57;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD631;in;Sweden;Praveen
1-747372912;Medium;2012-05-19 09:37:29;Accepted;In Progress; C;C_4;G159;3rd;PROD276;se;Sweden;Kim
1-747372912;Medium;2012-05-29 07:57:35;Accepted;Assigned; C;C_4;G159;3rd;PROD276;se;Sweden;Kim
1-747372912;Medium;2012-06-14 08:59:11;Queued;Awaiting Assignment; C;C_4;G159;3rd;PROD276;se;Sweden;Stefan
1-747473781;Medium;2012-05-21 08:13:29;Queued;Awaiting Assignment; A2;A2_2;G357;2nd;PROD767;pl;Sweden;Henrik
1-747473781;Medium;2012-05-21 08:13:30;Accepted;In Progress; A2;A2_2;W8;2nd;PROD767;pl;POLAND;Piotr
1-747473781;Medium;2012-05-21 08:15:03;Queued;Awaiting Assignment; A2;A2_2;N28;2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21 08:15:04;Accepted;In Progress; A2;A2_2;W8;2nd;PROD767;pl;POLAND;Piotr
1-747473781;Medium;2012-05-21 08:16:45;Queued;Awaiting Assignment; A2;A2_2;N28;2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21 09:23:24;Accepted;In Progress; A2;A2_2;G117;2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21 09:24:44;Queued;Awaiting Assignment; A2;A2_2;N28;2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21 09:25:01;Accepted;In Progress; A2;A2_2;N28;2nd;PROD767;pl;POLAND;Krzysztof
1-747473781;Medium;2012-05-21 09:25:19;Accepted;Assigned; A2;A2_2;N28;2nd;PROD767;pl;POLAND;Pawel
1-747590161;Medium;2012-05-21 09:14:04;Accepted;In Progress; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Miroslaw
1-747681195;High;2012-05-21 10:39:28;Accepted;In Progress; C;E_5;G81;1st;PROD802;se;INDIA;Bhaskar
1-747681195;High;2012-05-21 10:47:57;Queued;Awaiting Assignment; C;E_5;G81;1st;PROD802;se;INDIA;Bhaskar
1-747681195;High;2012-05-21 11:17:16;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-747681195;High;2012-05-23 12:33:34;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-747689792;Medium;2012-05-21 12:00:48;Accepted;In Progress; A2;A2_5;A10;1st;PROD320;se;POLAND;Piotr
1-747689792;Medium;2012-05-21 12:58:05;Accepted;Assigned; A2;A2_5;A10;1st;PROD320;se;POLAND;Piotr
1-747689792;Medium;2012-05-21 13:00:16;Accepted;Wait; A2;A2_5;A10;1st;PROD320;se;POLAND;Piotr
1-747770943;High;2012-05-21 11:37:35;Accepted;In Progress; C;E_6;W12;2nd;PROD612;fr;France;Cyril
1-748028911;Medium;2012-05-21 16:14:31;Accepted;In Progress; C;V3_3;V41;2nd;PROD612;fr;France;Louis
1-748028911;Medium;2012-05-21 16:20:58;Accepted;In Progress; C;V3_3;V41;2nd;PROD612;fr;France;Louis
1-748341571;High;2012-05-22 09:39:28;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-748341571;High;2012-05-22 11:15:17;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-748341709;Medium;2012-05-22 11:24:05;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-748341709;Medium;2012-05-22 11:24:30;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-748373500;High;2012-05-22 09:58:58;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Rosemary
1-748373500;High;2012-05-22 10:01:20;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Rosemary
1-748414511;Medium;2012-05-22 11:01:04;Accepted;In Progress; V2;;T3;2nd;PROD449;se;Sweden;Bj÷rn
1-748432219;Medium;2012-05-22 11:19:48;Accepted;In Progress; A2;D_1;C4;3rd;PROD607;cn;China;Fiona
1-748438405;High;2012-05-22 10:57:53;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-748438405;High;2012-05-22 11:03:02;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-748531941;Medium;2012-05-22 13:14:43;Accepted;In Progress; C;C_6;G268;3rd;PROD805;se;Sweden;Christer
1-748531941;Medium;2012-05-22 13:28:09;Accepted;Assigned; C;C_6;G268;3rd;PROD805;se;Sweden;Christer
1-748720121;Medium;2012-05-22 16:14:50;Accepted;In Progress; C;E_1;G55;2nd;PROD818;be;Belgium;Peter
1-748720121;Medium;2012-06-12 16:10:26;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD818;be;Belgium;Peter
1-748764090;High;2012-05-22 17:13:25;Accepted;In Progress; C;E_10;G288;2nd;PROD154;in;Sweden;Tarun
1-748801231;Major;2012-05-22 18:11:09;Accepted;In Progress; A2;A2_3;V13;2nd;PROD617;se;Sweden;Dusan
1-748843986;High;2012-05-22 22:17:41;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-748843986;High;2012-06-11 14:27:51;Accepted;Assigned; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-748947671;Medium;2012-05-23 08:35:04;Accepted;In Progress; G4;;M21;2nd;PROD502;se;Sweden;Peter
1-748947671;Medium;2012-05-23 08:38:01;Accepted;Assigned; G4;;M21;2nd;PROD502;se;Sweden;Peter
1-749042472;Medium;2012-05-23 10:49:33;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Christer
1-749053411;Medium;2012-05-23 17:26:49;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-749112097;Major;2012-05-23 12:47:18;Accepted;In Progress; C;C_6;G268;3rd;PROD805;se;Sweden;Christer
1-749119026;High;2012-05-23 11:31:52;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-749119026;High;2012-05-23 11:39:28;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-749119026;High;2012-05-23 12:37:16;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-749119026;High;2012-05-23 15:52:44;Accepted;In Progress; C;C_6;G268;3rd;PROD802;se;Sweden;Christian
1-749119026;High;2012-05-23 16:31:52;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-749162875;Medium;2012-05-23 13:51:33;Accepted;In Progress; A2;A2_4;G18;3rd;PROD67;se;Sweden;Hongming
1-749162875;Medium;2012-05-23 13:56:14;Accepted;Assigned; A2;A2_4;G18;3rd;PROD67;se;Sweden;Hongming
1-749184198;Low;2012-05-23 13:41:45;Accepted;In Progress; A2;A2_4;G113;2nd;PROD589;us;Sweden;Saki
1-749184198;Low;2012-05-23 14:31:00;Accepted;Wait; A2;A2_4;G113;2nd;PROD589;us;Sweden;Saki
1-749184744;Low;2012-05-23 14:30:51;Accepted;In Progress; A2;A2_4;G113;2nd;PROD589;us;Sweden;Saki
1-749184744;Low;2012-05-23 14:31:07;Accepted;Wait; A2;A2_4;G113;2nd;PROD589;us;Sweden;Saki
1-749184751;Medium;2012-05-23 14:20:24;Accepted;In Progress; A2;A2_2;S2;2nd;PROD134;br;Brazil;Henrique
1-749184751;Medium;2012-05-28 20:21:25;Queued;Awaiting Assignment; A2;A2_2;S2;2nd;PROD134;br;Brazil;Henrique
1-749184751;Medium;2012-05-30 13:29:30;Accepted;Assigned; A2;A2_2;S2;2nd;PROD134;br;Brazil;Flavio
1-749184839;Medium;2012-05-23 16:02:51;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-749184839;Medium;2012-05-23 16:05:35;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-749285083;Low;2012-05-23 15:37:53;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Christoffer
1-749285250;Low;2012-05-23 15:43:46;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Christoffer
1-749285407;Low;2012-05-23 15:48:42;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Christoffer
1-749290225;Medium;2012-05-23 16:04:39;Accepted;In Progress; G4;;S28;2nd;PROD343;se;Sweden;Erik
1-749290225;Medium;2012-06-04 11:50:28;Accepted;In Progress; G4;;S28;2nd;PROD343;se;Sweden;Erik
1-749306975;Low;2012-05-23 16:15:50;Accepted;Wait; A2;A2_4;G113;2nd;PROD589;us;Sweden;Saki
1-749307260;Low;2012-05-24 08:06:53;Accepted;In Progress; A2;A2_4;G113;2nd;PROD521;us;Sweden;Saki
1-749313527;Medium;2012-05-23 16:59:36;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Timothy
1-749313527;Medium;2012-05-23 17:07:31;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Timothy
1-749375951;Medium;2012-05-23 19:18:20;Accepted;In Progress; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-749375951;Medium;2012-05-23 19:25:02;Accepted;Wait; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-749402183;Low;2012-05-23 22:20:14;Accepted;Wait; A2;A2_4;G113;2nd;PROD546;us;USA;Joakim
1-749527522;Low;2012-05-24 08:24:10;Accepted;In Progress; A2;A2_4;G113;2nd;PROD557;us;Sweden;Saki
1-749527522;Low;2012-05-24 09:04:54;Accepted;Wait; A2;A2_4;G113;2nd;PROD557;us;Sweden;Saki
1-749550065;Medium;2012-05-24 08:42:00;Accepted;Assigned; A2;A2_2;W8;2nd;PROD442;pl;POLAND;Piotr
1-749572004;Low;2012-05-24 09:04:10;Accepted;In Progress; A2;A2_4;G113;2nd;PROD521;us;Sweden;Saki
1-749572004;Low;2012-05-24 09:12:23;Accepted;Wait; A2;A2_4;G113;2nd;PROD521;us;Sweden;Saki
1-749614245;Medium;2012-05-24 10:31:30;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-749614245;Medium;2012-05-24 10:38:26;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-749657781;Medium;2012-05-24 12:24:35;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Alan
1-749730150;Medium;2012-05-24 14:59:07;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Pankaj
1-749730150;Medium;2012-05-28 09:02:06;Accepted;Wait; C;E_10;G271;2nd;PROD802;in;Sweden;Pankaj
1-749730150;Medium;2012-06-05 12:21:29;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Pankaj
1-749730150;Medium;2012-06-11 08:17:57;Accepted;Wait; C;E_10;G271;2nd;PROD802;in;Sweden;Pankaj
1-749747547;Medium;2012-05-24 14:59:11;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-749747547;Medium;2012-05-24 15:00:55;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-749760823;Medium;2012-05-24 14:24:01;Accepted;In Progress; C;E_8;G119;2nd;PROD597;in;INDIA;Anup
1-749821849;Low;2012-05-24 15:53:41;Accepted;In Progress; C;E_6;W12;2nd;PROD525;fr;France;Jonathan
1-749840934;Medium;2012-05-24 14:53:02;Accepted;In Progress; A2;A2_4;G328;2nd;PROD41;be;Belgium;Marc
1-749840934;Medium;2012-05-24 14:55:45;Queued;Awaiting Assignment; A2;A2_4;G328;2nd;PROD41;be;Belgium;Marc
1-749840934;Medium;2012-05-30 17:16:10;Accepted;In Progress; A2;A2_4;G328;2nd;PROD41;be;Belgium;Marc
1-749851721;Medium;2012-05-24 15:24:36;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-749851721;Medium;2012-05-24 15:27:03;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-749851721;Medium;2012-05-24 15:51:21;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Raja
1-749851721;Medium;2012-05-24 15:52:40;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-749851721;Medium;2012-05-25 08:41:22;Queued;Awaiting Assignment; C;C_6;G251;3rd;PROD802;se;Sweden;Steve
1-749851721;Medium;2012-05-25 08:44:38;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Lennart
1-749851721;Medium;2012-05-28 10:40:54;Accepted;Wait; C;C_6;G273;3rd;PROD802;se;Sweden;Lennart
1-749871888;Low;2012-05-24 16:32:26;Accepted;In Progress; A2;A2_3;U6;2nd;PROD530;se;Sweden;Agneta
1-749886936;Medium;2012-05-24 16:36:03;Accepted;In Progress; A2;A2_1;W15;2nd;PROD756;pl;POLAND;Janusz
1-749931426;High;2012-05-24 18:11:46;Accepted;In Progress; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-749938024;Low;2012-05-24 17:10:33;Accepted;In Progress; C;V3_2;G310;1st;PROD424;be;Belgium;Astrid
1-749938024;Low;2012-05-24 17:14:10;Accepted;Wait; C;V3_2;G310;1st;PROD424;be;Belgium;Astrid
1-750007716;Medium;2012-05-25 04:28:10;Accepted;In Progress; C;E_4;G89;2nd;PROD436;in;INDIA;Shamna
1-750007716;Medium;2012-05-25 04:31:39;Queued;Awaiting Assignment; C;E_4;G89;2nd;PROD436;in;INDIA;Shamna
1-750007716;Medium;2012-05-25 05:19:44;Accepted;In Progress; C;E_4;G89;2nd;PROD436;in;INDIA;Avronil
1-750007716;Medium;2012-05-25 05:21:11;Accepted;Wait; C;E_4;G89;2nd;PROD436;in;INDIA;Avronil
1-750090643;Medium;2012-05-25 08:55:16;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-750090643;Medium;2012-05-25 09:24:06;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-750090643;Medium;2012-05-30 13:24:24;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Arun
1-750090643;Medium;2012-05-30 13:26:25;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-750090643;Medium;2012-05-30 14:16:44;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;France;Aurelien
1-750090643;Medium;2012-05-31 13:55:33;Accepted;Wait; C;C_6;G273;3rd;PROD802;se;France;Aurelien
1-750106623;Medium;2012-05-25 09:04:05;Accepted;In Progress; C;C_6;G250;3rd;PROD424;se;Sweden;Tomas
1-750106623;Medium;2012-05-25 09:14:23;Queued;Awaiting Assignment; C;C_6;G250;3rd;PROD424;se;Sweden;Tomas
1-750106623;Medium;2012-05-30 07:48:13;Accepted;In Progress; C;C_6;G250;3rd;PROD424;se;Sweden;Kenneth
1-750106623;Medium;2012-06-07 13:14:29;Accepted;Assigned; C;C_6;G250;3rd;PROD424;se;Sweden;Tomas
1-750106623;Medium;2012-06-07 13:22:30;Accepted;In Progress; C;C_6;G250;3rd;PROD424;se;Sweden;Tomas
1-750161066;Medium;2012-05-25 09:32:26;Accepted;In Progress; V2;;T10;2nd;PROD615;se;Sweden;?sa
1-750161066;Medium;2012-05-25 09:42:34;Accepted;Assigned; V2;;T10;2nd;PROD615;se;Sweden;?sa
1-750161245;Medium;2012-05-25 09:33:16;Accepted;In Progress; V2;;T10;2nd;PROD615;se;Sweden;?sa
1-750161245;Medium;2012-05-25 09:35:21;Accepted;Assigned; V2;;T10;2nd;PROD615;se;Sweden;?sa
1-750179984;Medium;2012-05-25 10:02:09;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-750179984;Medium;2012-05-28 09:49:12;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-750196720;Low;2012-05-25 10:44:47;Accepted;In Progress; G4;;S28;2nd;PROD406;se;Sweden;Ingela
1-750209134;Low;2012-05-25 10:59:41;Accepted;Wait; A2;A2_4;G113;2nd;PROD552;us;INDIA;Pramod
1-750209298;Medium;2012-05-25 11:05:54;Accepted;Wait; A2;A2_4;G113;2nd;PROD552;us;INDIA;Pramod
1-750239221;High;2012-05-25 11:51:00;Accepted;In Progress; C;C_6;G23;3rd;PROD452;pl;POLAND;Marcin
1-750255303;Low;2012-05-25 13:40:59;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Lars-G÷ran
1-750293610;Low;2012-05-25 14:26:13;Accepted;In Progress; C;V3_2;S42;1st;PROD412;se;Sweden;Christoffer
1-750411941;High;2012-05-25 15:25:26;Queued;Awaiting Assignment; C;E_5;G74;1st;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28 07:59:19;Accepted;In Progress; C;E_5;G75;1st;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28 08:05:43;Accepted;Wait; C;E_5;G75;1st;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28 09:48:40;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;in;Belgium;Peter
1-750411941;High;2012-05-28 09:49:42;Accepted;In Progress; C;E_5;G74;1st;PROD745;in;INDIA;Mohsin
1-750411941;High;2012-05-28 09:51:18;Accepted;Wait; C;E_5;G75;1st;PROD745;in;INDIA;Mohsin
1-750437951;Medium;2012-05-25 16:02:19;Accepted;In Progress; D;D_2;G122;3rd;PROD618;us;Belgium;Wim
1-750437951;Medium;2012-05-25 16:14:45;Queued;Awaiting Assignment; D;D_2;G122;3rd;PROD618;us;Belgium;Wim
1-750473129;Medium;2012-05-25 18:08:45;Accepted;In Progress; C;V3_3;V42;2nd;PROD374;fr;France;Celine
1-750499270;High;2012-05-25 20:13:47;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-750499270;High;2012-05-25 20:29:08;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-750499270;High;2012-05-25 20:31:45;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Kreeti
1-750499270;High;2012-05-25 21:26:11;Accepted;Assigned; C;E_10;G271;2nd;PROD802;se;Sweden;Sandeep
1-750499270;High;2012-05-26 01:08:51;Accepted;Wait; C;E_10;G271;2nd;PROD802;se;Sweden;Sandeep
1-750499270;High;2012-05-30 01:34:16;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Sandeep
1-750499270;High;2012-05-30 01:34:58;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-750499270;High;2012-05-30 08:14:05;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-750717620;Medium;2012-05-28 09:46:21;Accepted;In Progress; C;E_5;G75;1st;PROD745;be;Belgium;Peter
1-750717620;Medium;2012-05-28 09:47:09;Accepted;In Progress; C;E_5;G75;1st;PROD745;be;Belgium;Peter
1-750717620;Medium;2012-05-28 09:53:42;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-750717620;Medium;2012-05-29 13:01:53;Accepted;Assigned; C;E_1;G55;2nd;PROD745;be;Sweden;Kell
1-750823791;Low;2012-05-28 10:35:48;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Alan
1-750838075;Medium;2012-05-28 10:01:38;Accepted;In Progress; C;E_4;G88;2nd;PROD815;us;Sweden;Lars-Ove
1-751087171;Low;2012-05-28 16:14:06;Accepted;In Progress; C;E_10;G266;2nd;PROD805;in;Sweden;Ranveer
1-751087171;Low;2012-05-28 16:18:07;Accepted;Wait; C;E_10;G266;2nd;PROD805;in;Sweden;Ranveer
1-751087171;Low;2012-05-31 17:09:28;Accepted;In Progress; C;E_10;G266;2nd;PROD805;in;Sweden;Ranveer
1-751087171;Low;2012-05-31 17:21:33;Accepted;Wait; C;E_10;G266;2nd;PROD805;in;Sweden;Ranveer
1-751140095;Major;2012-05-28 18:49:10;Accepted;In Progress; C;E_4;G88;2nd;PROD348;us;Sweden;Habib
1-751140095;Major;2012-05-29 10:12:26;Accepted;Assigned; C;E_4;G88;2nd;PROD348;us;Sweden;Habib
1-751197742;High;2012-05-29 07:44:03;Accepted;In Progress; C;E_2;G57;2nd;PROD328;se;Sweden;Johnny
1-751277838;Medium;2012-05-29 09:05:58;Accepted;In Progress; C;E_3;G68;2nd;PROD714;se;Sweden;Rolf
1-751447190;Low;2012-05-29 10:58:59;Accepted;In Progress; A2;A2_2;M1;2nd;PROD753;cn;China;Yu
1-751457471;Medium;2012-05-29 11:43:07;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-751457471;Medium;2012-05-29 11:43:23;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-751461582;Medium;2012-05-29 13:05:01;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-751461582;Medium;2012-05-29 13:13:43;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-751461582;Medium;2012-05-29 13:15:11;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-751492205;Low;2012-05-29 12:48:35;Accepted;In Progress; A2;A2_2;M1;2nd;PROD753;cn;Sweden;Tomas
1-751548681;Medium;2012-05-29 14:28:01;Accepted;Wait; A2;A2_2;G115;3rd;PROD698;fr;POLAND;Tomasz
1-751548681;Medium;2012-05-29 14:28:15;Accepted;In Progress; A2;A2_2;G115;3rd;PROD698;fr;POLAND;Tomasz
1-751548681;Medium;2012-05-29 14:28:48;Accepted;In Progress; A2;A2_2;G34;3rd;PROD698;fr;POLAND;Tomasz
1-751548681;Medium;2012-05-29 15:07:32;Accepted;Wait; A2;A2_2;G34;3rd;PROD698;fr;POLAND;Tomasz
1-751568641;Low;2012-05-29 14:42:20;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Alan
1-751683081;Low;2012-05-29 15:48:03;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Charlotta
1-751683081;Low;2012-05-29 15:49:44;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;Charlotta
1-751689562;Medium;2012-05-29 16:44:19;Accepted;In Progress; A2;A2_2;T13;2nd;PROD200;fr;POLAND;Anna
1-751729551;Medium;2012-05-29 18:24:19;Accepted;In Progress; A2;D_1;V11;3rd;PROD74;pl;POLAND;Bartlomiej
1-751729551;Medium;2012-05-29 18:24:45;Accepted;In Progress; A2;D_1;V11;3rd;PROD74;pl;POLAND;Bartlomiej
1-751772104;Major;2012-05-29 19:28:51;Accepted;In Progress; A2;A2_2;S2;2nd;PROD126;br;Brazil;Carla
1-751772104;Major;2012-05-30 13:03:07;Accepted;Wait; A2;A2_2;S2;2nd;PROD126;br;Brazil;Carla
1-751904239;Low;2012-05-30 07:28:43;Accepted;In Progress; A2;A2_2;M1;2nd;PROD753;cn;China;Cindy
1-752141231;Medium;2012-05-30 12:56:34;Accepted;In Progress; C;E_10;G271;2nd;PROD350;se;Sweden;Praveen
1-752141231;Medium;2012-05-30 16:14:44;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD350;se;Sweden;Praveen
1-752141231;Medium;2012-05-30 16:25:24;Accepted;In Progress; C;E_10;G271;2nd;PROD350;se;Sweden;Gaurav
1-752141231;Medium;2012-05-30 16:30:40;Queued;Awaiting Assignment; B;C_6;S13;3rd;PROD350;se;INDIA;Ganesh
1-752141231;Medium;2012-05-31 03:28:35;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD350;se;Sweden;Praveen
1-752141231;Medium;2012-05-31 03:55:20;Accepted;In Progress; C;E_10;G271;2nd;PROD350;se;Sweden;Umar Farooque
1-752141231;Medium;2012-05-31 07:25:26;Queued;Awaiting Assignment; B;C_6;S13;3rd;PROD350;se;INDIA;Ganesh
1-752141231;Medium;2012-05-31 12:40:54;Accepted;In Progress; B;C_6;S13;3rd;PROD350;se;INDIA;Anandgiri
1-752141231;Medium;2012-06-14 12:56:52;Queued;Awaiting Assignment; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-752141295;Medium;2012-05-30 13:03:09;Accepted;In Progress; A2;A2_2;G22;2nd;PROD196;fr;France;Frederic
1-752141295;Medium;2012-05-30 13:05:01;Queued;Awaiting Assignment; A2;A2_2;G22;2nd;PROD196;fr;France;Frederic
1-752158401;Low;2012-05-30 13:53:31;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Alan
1-752184442;Medium;2012-05-30 14:40:15;Accepted;In Progress; A2;A2_4;G113;2nd;PROD521;us;Sweden;Saki
1-752195185;Medium;2012-05-31 09:31:01;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;Johan
1-752253951;Medium;2012-05-30 15:50:36;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Alan
1-752262129;Medium;2012-05-30 16:55:15;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-752262129;Medium;2012-05-30 17:28:36;Accepted;Assigned; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-752294640;Medium;2012-05-30 18:38:56;Queued;Awaiting Assignment; C;E_1;G99;2nd;PROD153;us;Sweden;Jari
1-752294640;Medium;2012-06-12 11:51:01;Accepted;Assigned; C;E_1;G99;2nd;PROD153;us;Sweden;Maria
